Key,File,Type,UsedInMainMenu,NoTranslate,russian
typeBuilding,,,,,"Здание"
typeBundles,,,,,"Пачка предметов"
typeCandy,,,,,"Конфеты"
typeCannedFood,,,,,"Консервы"
typeCars,,,,,"Автомобиль | Транспорт"
typeCatwalks,,,,,"Мостик ???"
typeCFChemicals,,,,,"Химикат"
typeCFDrinkCooking,,,,,"Питьё"
typeCFFoodCooking,,,,,"Еда"
typeChemicals,,,,,"Химикат"
typeChemicalComposite,,,,,"Хим. композит"
typeClothing,,,,,"Одежда"
typeClubs,,,,,"Дубина"
typeCollectors,,,,,"Сборщик ресурсов"
typeConsumables,,,,,"Расходные материалы"
typeConstructionTools,,,,,"Строительный инструмент"
typeCookingTools,,,,,"Инструмент для приготовления пищи"
typeCorpses,,,,,"Трупы"
typeCraftingMisc,,,,,"Ремесло / Разное"
typeCrops,,,,,"Сельскохозяйственные культуры"
typeCrossbows,,,,,"Арбалет"
typeCutting,,,,,"Рубка | Горнодобыча"
typeDebris,,,,,"Обломки"
typeDecorMiscellaneous,,,,,"Разное"
typeDecor,,,,,"Декор"
typeDecorative,,,,,"Декорация"
typeDigging,,,,,"Копка"
typeDiggingTools,,,,,"Инструмент для копания"
typeDoors,,,,,"Дверь"
typeDrinks,,,,,"Напиток"
typeDrugs,,,,,"Препарат, средство, медикамент"
typeDyeMods,,,,,"Косметический краситель"
typeElectrical,,,,,"Электрика"
typeElectricalTools,,,,,"Инструмент для электромонтажа"
typeExplosives,,,,,"Взрывчатка"
typeFirearms,,,,,"Огнестрельное оружие"
typeFistWeapons,,,,,"Кулачное оружие"
typeFood,,,,,"Еда"
typeFoodCooking,,,,,"Еда / Кулинария"
typeFurniture,,,,,"Мебель/Декорирование"
typeGrenades,,,,,"Метательная граната"
typeGun,,,,,"Пистолет"
typeGuns,,,,,"Оружие"
typeGyroCopters,,,,,"Автожир | Транспорт"
typeHandTools,,,,,"Ручной инструмент"
typeHealth,,,,,"Здоровье"
typeHeavyArmor,,,,,"Тяжелая броня"
typeHelicopters,,,,,"Вертолет | Транспорт"
typeItem,,,,,"Предмет"
typeJunk,,,,,"Хлам"
typeKnives,,,,,"Нож"
typeLandMines,,,,,"Мина | Постройки"
typeLaunchers,,,,,"Ракетница"
typeLightArmor,,,,,"Лёгкая броня"
typeLighting,,,,,"Освещение"
typeLoot,,,,,"Хранилище"
typeMedical,,,,,"Медикамент"
typeMedicine,,,,,"Лекарство"
typeMediumArmor,,,,,"Средняя броня"
typeMelee,,,,,"Оружие ближнего боя"
typeMeleeTools,,,,,"Инструмент"
typeMeleeWeapons,,,,,"Оружие ближнего боя"
typeMachineGuns,,,,,"Пулемёт"
typeMinesExplosives,,,,,"Мины/взрывчатые вещества"
typeMinibikes,,,,,"Мотоцикл | Транспорт"
typeMotorcycles,,,,,"Мотоцикл | Транспорт"
typeChoppingTools,,,,,"Инструмент для рубки дерева"
typeMaintenance,,,,,"Инструмент для ремонта и модернизации"
typeMiningTools,,,,,"Шахтёрский инструмент"
typeMissions,,,,,"Предмет задания"
typeMisc,,,,,"Разное"
typeMods,,,,,"Модификация предмета"
typePainting,,,,,"Картина"
typePaintingTools,,,,,"Инструмент для рисования"
typePistols,,,,,"Пистолет"
typePlumbing,,,,,"Сантехника"
typePolearms,,,,,"Древковое оружие"
typePortableDrones,,,,,"Портативный дрон"
typePortableTurrets,,,,,"Портативная турель"
typePowered,,,,,"Мотоинструмент"
typePoweredCutting,,,,,"Мотоинструмент для рубки дерева"
typePoweredDigging,,,,,"Мотоинструмент для копания"
typePoweredMining,,,,,"Мотоинструмент для горнодобычи"
typePoweredMiningDigging,,,,,"Мотоинструмент для копания/горнодобычи"
typeResearch,,,,,"Исследование"
typeQuality,,,,,"Качество"
typeQualitySchematics,,,,,"Исследование качества"
typeRanged,,,,,"Оружие дальнего боя"
typeRangedGuns,,,,,"Пистолет"
typeRangedWeapons,,,,,"Оружие дальнего боя"
typeRecipes,,,,,"Рецепт"
typeResources,,,,,"Ресурс"
typeRoadProps,,,,,"Дорожный декор"
typeRocketLaunchers,,,,,"Ракетница"
typeSalvage,,,,,"Инструмент для разбора"
typeSalvageTools,,,,,"Инструмент для разбора"
typeScavenging,,,,,"Лом"
typeSchematics,,,,,"Схема"
typeScience,,,,,"Наука"
typeSeeds,,,,,"Семена урожая"
typeSecretStash,,,,,"Секретный тайник"
typeShortBlade,,,,,"Короткий клинок"
typeShotguns,,,,,"Дробовик"
typeSigns,,,,,"Знак"
typeSkillBooks,,,,,"Книга навыков"
typeSledgehammers,,,,,"Кувалда"
typeSmeltingTools,,,,,"Печной инструмент"
typeSniperRifles,,,,,"Снайперская винтовка"
typeSpawnPoint,,,,,"Точка появления"
typeSpears,,,,,"Копье"
typeSpecial,,,,,"Специальный объект"
typeSpecialItems,,,,,"Предмет задания"
typeStairs,,,,,"Ступени"
typeStorage,,,,,"Хранилище"
typeStorageEmpty,,,,,"Пустое хранилище"
typeStorageTanks,,,,,"Резервуар для хранения"
typeStructural,,,,,"Структурный"
typeSubmachineGuns,,,,,"Пистолет-пулемёт"
typeSupport,,,,,"Поддержка"
typeSwords,,,,,"Меч"
typeTerrain,,,,,"Грунт"
typeThrowable,,,,,"Метательное"
typeThrowableExplosive,,,,,"Метательная взрывчатка"
typeToolParts,,,,,"Компонент инструмента"
typeTools,,,,,"Инструмент"
typeToolsTraps,,,,,"Инструмент/ловушка"
typeTrade,,,,,"Торговля"
typeTraps,,,,,"Ловушка"
typeTrees,,,,,"Дерево"
typeTrucks,,,,,"Внедорожник | Транспорт"
typeVehicles,,,,,"Транспорт"
typeVents,,,,,"Вентиляция"
typeWeapons,,,,,"Оружие"
typeWeaponsTools,,,,,"Оружие/Инструмент"
typeWorkstations,,,,,"Рабочая станция"
typeWorkstationTools,,,,,"Инструмент для рабочей станции"
twitchBounty,,,,,"Награда"
headerDisplay,,,,,"Дисплей"
headerQuality,,,,,"Качество"
headerUI,,,,,"Пользовательский интерфейс"
headerVideo,,,,,"Настройки видео"
groupAll,,,,,"Все"
groupAllBlocks,,,,,"Все блоки"
groupAmmo,,,,,"Боеприпасы"
groupAmmoPortableTurret,,,,,"Боеприпасы для портативных турелей"
groupAmmoPrimitive,,,,,"Примитивные боеприпасы"
groupAmmoStandard,,,,,"Стандартные патроны"
groupAmmoWeapons,,,,,"Боеприпасы/Оружие"
groupAmmoAndExplosives,,,,,"Боеприпасы и взрывчатка"
groupAppliances,,,,,"Прибор"
groupAutomotive,,,,,"Автомобильная промышленность"
groupBasics,,,,,"Основы"
groupBasicBlocks,,,,,"Основные блоки"
groupBars,,,,,"Прутья и конструкции"
groupBeams,,,,,"Балки"
groupBlocks,,,,,"Блоки"
groupBooks,,,,,"Книги"
groupBooksAndSchematics,,,,,"Книги и схемы"
groupBuilding,,,,,"Постройки"
groupBundles,,,,,"Пачки"
groupCatwalks,,,,,"Мостики"
groupChemicals,,,,,"Химикаты"
groupClothing,,,,,"Одежда"
groupClothingAndArmor,,,,,"Одежда и броня"
groupCollectors,,,,,"Добыча ресурсов"
groupConsumables,,,,,"Расходные материалы"
groupContainers,,,,,"Контейнер"
groupCorpses,,,,,"Трупы"
groupCrops,,,,,"Сельскохозяйственные культуры"
groupDebris,,,,,"Обломки"
groupDecor,,,,,"Декор"
groupDecorMisc,,,,,"Декор/Разное"
groupDoors,,,,,"Двери"
groupDrinks,,,,,"Напитки"
groupDyes,,,,,"Красители"
groupElectrical,,,,,"Электрика"
groupExplosives,,,,,"Взрывчатка"
groupFences,,,,,"Ограждения"
groupFirstAid,,,,,"Первая медицинская помощь"
groupFrames,,,,,"Блоки кадра"
groupFoliage,,,,,"Листва"
groupFood,,,,,"Еда"
groupFoodCooking,,,,,"Еда/Кулинария"
groupFurniture,,,,,"Мебель"
groupGrenades,,,,,"Гранаты"
groupHeroTreasure,,,,,"Сокровища"
groupHeavyArmor,,,,,"Тяжелая броня"
groupItems,,,,,"Предметы"
groupLightArmor,,,,,"Легкая броня"
groupLighting,,,,,"Освещение"
groupLoot,,,,,"Хранилище"
groupLootHelper,,,,,"Помощник по хранилищам"
groupMedicine,,,,,"Медицина"
groupMediumArmor,,,,,"Средняя броня"
groupMinesExplosives,,,,,"Мины/взрывчатые вещества"
groupMods,,,,,"Моды"
groupOutdoor,,,,,"Outdoor"
groupPlumbing,,,,,"Сантехника"
groupPrefabBlocks,,,,,"Блоки POI"
groupPrefabEditor,,,,,"Редактор префабов"
groupRangedWeapons,,,,,"Стрелковое оружие"
groupResources,,,,,"Ресурсы"
groupRoadProps,,,,,"Дорожный декор"
groupRobotics,,,,,"Робототехника"
groupScience,,,,,"Наука"
groupSchematics,,,,,"Схемы"
groupSeeds,,,,,"Семена"
groupShrubs,,,,,"Кустарники"
groupSigns,,,,,"Знаки"
groupSpecial,,,,,"Специальные объекты"
groupStairs,,,,,"Ступени"
groupStorage,,,,,"Хранилище"
groupStorageEmpty,,,,,"Пустое хранилище"
groupStorageHelpers,,,,,"Помощники по хранилищам"
groupStorageTanks,,,,,"Резервуары для хранения"
groupStructural,,,,,"Структурный"
groupSupport,,,,,"Поддержка"
groupTerrain,,,,,"Грунт"
groupTools,,,,,"Инструменты"
groupToolsTraps,,,,,"Инструменты / Ловушки"
groupTraps,,,,,"Ловушки"
groupTrash,,,,,"Мусор"
groupTrees,,,,,"Деревья"
groupUnclassified,,,,,"Неклассифицированный"
groupVariantHelpers,,,,,"Помощники вариантов"
groupVegetation,,,,,"Растительность"
groupVehicles,,,,,"Транспорт"
groupVents,,,,,"Вентиляция"
groupWeapons,,,,,"Оружие"
groupWeaponsTools,,,,,"Оружие и инструменты"
groupWindows,,,,,"Окна"
groupWorkstations,,,,,"Мастерские"
groupWorkstationTools,,,,,"Инструменты для мастерских"
ulm_loot_biker_1,,,,,"Выпавший трофей"
ulm_loot_biker_2,,,,,"Выпавший трофей"
ulm_loot_biker_3,,,,,"Выпавший трофей"
ulm_loot_boss_1,,,,,"Выпавший трофей"
ulm_loot_boss_2,,,,,"Выпавший трофей"
ulm_loot_boss_3,,,,,"Выпавший трофей"
ulm_loot_burnt_1,,,,,"Выпавший трофей"
ulm_loot_burnt_2,,,,,"Выпавший трофей"
ulm_loot_burnt_3,,,,,"Выпавший трофей"
ulm_loot_business_1,,,,,"Выпавший трофей"
ulm_loot_business_2,,,,,"Выпавший трофей"
ulm_loot_business_3,,,,,"Выпавший трофей"
ulm_loot_cheerleader_1,,,,,"Выпавший трофей"
ulm_loot_cheerleader_2,,,,,"Выпавший трофей"
ulm_loot_cheerleader_3,,,,,"Выпавший трофей"
ulm_loot_common_1,,,,,"Выпавший трофей"
ulm_loot_common_2,,,,,"Выпавший трофей"
ulm_loot_common_3,,,,,"Выпавший трофей"
ulm_loot_cop_1,,,,,"Выпавший трофей"
ulm_loot_cop_2,,,,,"Выпавший трофей"
ulm_loot_cop_3,,,,,"Выпавший трофей"
ulm_loot_farmer_1,,,,,"Выпавший трофей"
ulm_loot_farmer_2,,,,,"Выпавший трофей"
ulm_loot_farmer_3,,,,,"Выпавший трофей"
ulm_loot_fat_1,,,,,"Выпавший трофей"
ulm_loot_fat_2,,,,,"Выпавший трофей"
ulm_loot_fat_3,,,,,"Выпавший трофей"
ulm_loot_football_1,,,,,"Выпавший трофей"
ulm_loot_football_2,,,,,"Выпавший трофей"
ulm_loot_football_3,,,,,"Выпавший трофей"
ulm_loot_hazmat_1,,,,,"Выпавший трофей"
ulm_loot_hazmat_2,,,,,"Выпавший трофей"
ulm_loot_hazmat_3,,,,,"Выпавший трофей"
ulm_loot_lab_1,,,,,"Выпавший трофей"
ulm_loot_lab_2,,,,,"Выпавший трофей"
ulm_loot_lab_3,,,,,"Выпавший трофей"
ulm_loot_mini_boss_1,,,,,"Выпавший трофей"
ulm_loot_mini_boss_2,,,,,"Выпавший трофей"
ulm_loot_mini_boss_3,,,,,"Выпавший трофей"
ulm_loot_nurse_1,,,,,"Выпавший трофей"
ulm_loot_nurse_2,,,,,"Выпавший трофей"
ulm_loot_nurse_3,,,,,"Выпавший трофей"
ulm_loot_snow_1,,,,,"Выпавший трофей"
ulm_loot_snow_2,,,,,"Выпавший трофей"
ulm_loot_snow_3,,,,,"Выпавший трофей"
ulm_loot_skater_1,,,,,"Выпавший трофей"
ulm_loot_skater_2,,,,,"Выпавший трофей"
ulm_loot_skater_3,,,,,"Выпавший трофей"
ulm_loot_soldier_1,,,,,"Выпавший трофей"
ulm_loot_soldier_2,,,,,"Выпавший трофей"
ulm_loot_soldier_3,,,,,"Выпавший трофей"
ulm_loot_special_1,,,,,"Выпавший трофей"
ulm_loot_special_2,,,,,"Выпавший трофей"
ulm_loot_special_3,,,,,"Выпавший трофей"
ulm_loot_stripper_1,,,,,"Выпавший трофей"
ulm_loot_stripper_2,,,,,"Выпавший трофей"
ulm_loot_stripper_3,,,,,"Выпавший трофей"
ulm_loot_utility_1,,,,,"Выпавший трофей"
ulm_loot_utility_2,,,,,"Выпавший трофей"
ulm_loot_utility_3,,,,,"Выпавший трофей"
